Player	Team	PS	GP	Min	FGM	FGA	3M	3A	FTM	FTA	OR	TR	AS	ST	TO	BK	PF	DQ	PTS	TC	EJ	FF	Sta
"gutierrez,jorge"	bro	PG	10	47	7	14	0	1	2	3	0	7	7	1	3	0	9	0	16	0	0	0	0
"gutierrez,jorge"	mil	PG	10	129	15	27	0	2	7	10	5	18	15	5	9	0	16	0	37	0	0	0	1
"gutierrez,jorge"	tot	PG	20	176	22	41	0	3	9	13	5	25	22	6	12	0	25	0	53	0	0	0	1
"hairston,p.j."	cha	SG	45	690	87	269	49	163	31	36	22	92	21	21	22	13	61	0	254	1	0	0	2
"hamilton,jordan"	lac	SG	14	123	14	35	10	21	0	0	2	16	7	2	4	0	14	0	38	0	0	0	2
"hamilton,justin"	mia	C	24	287	27	65	6	19	6	7	24	48	12	8	8	5	33	0	66	0	0	0	5
"hamilton,justin"	min	C	17	422	58	113	4	12	33	40	33	86	24	19	18	25	37	0	153	0	0	0	9
"hamilton,justin"	tot	C	41	709	85	178	10	31	39	47	57	134	36	27	26	30	70	0	219	0	0	0	14
"hansbrough,tyler"	tor	PF	74	1057	86	165	1	7	97	139	106	264	21	30	20	15	141	1	270	2	0	0	8
"hardaway,tim"	nyk	SG	70	1683	279	717	121	354	125	156	12	156	127	20	82	14	119	1	804	2	0	0	30
"harden,james"	hou	SG	81	2979	647	1470	208	555	715	824	75	460	565	154	321	60	208	2	2217	6	0	0	81
"harkless,maurice"	orl	SF	45	674	63	158	10	56	22	41	38	106	25	32	27	9	66	0	158	0	0	0	4
"harris,devin"	dal	PG	76	1686	219	524	95	266	132	162	13	135	236	78	85	14	147	2	665	1	0	0	3
"harris,gary"	den	SG	55	724	66	217	21	103	35	47	21	64	29	39	38	7	71	0	188	0	0	0	6
"harris,joe"	cle	SG	50	491	48	119	31	83	9	15	7	40	25	7	27	2	62	1	136	0	0	0	1
"harris,tobias"	orl	SF	68	2367	442	949	87	239	193	245	73	430	123	69	115	36	134	1	1164	3	0	0	63
"haslem,udonis"	mia	PF	62	1000	107	239	2	10	45	64	71	258	46	21	41	13	113	0	261	2	0	0	25
"hawes,spencer"	lac	PF	73	1276	163	414	55	175	44	68	30	258	88	24	61	53	173	0	425	6	0	0	15
"hayes,chuck"	tor	C	29	255	22	46	0	0	6	11	18	51	20	10	8	4	37	0	50	1	0	0	0
"hayward,gordon"	uta	SF	76	2618	484	1087	120	330	375	462	53	372	314	108	206	30	131	0	1463	0	0	0	76
"haywood,brendan"	cle	C	22	120	14	30	0	0	7	13	6	29	2	2	10	10	17	0	35	0	0	0	1
"henderson,gerald"	cha	SG	80	2323	370	847	45	136	184	217	36	273	206	51	110	22	135	2	969	10	0	0	72
"henry,xavier"	lal	SF	9	83	3	13	0	0	14	24	2	4	3	3	3	0	6	0	20	0	0	0	0
"henson,john"	mil	C	67	1233	196	346	1	1	78	137	124	312	59	28	87	135	152	0	471	4	0	0	11
"hibbert,roy"	ind	C	76	1930	317	710	0	2	168	204	156	540	84	18	107	125	216	2	802	7	0	0	76
"hickson,j.j."	den	C	73	1415	218	459	0	2	116	201	150	452	57	36	96	35	136	0	552	0	0	0	8
"hilario,nene"	was	PF	68	1696	307	601	1	5	122	202	84	345	122	67	124	22	180	2	737	4	0	0	58
"hill,george"	ind	PG	43	1266	255	535	69	193	113	143	25	179	220	44	69	14	111	1	692	4	1	0	36
"hill,jordan"	lal	PF	70	1877	357	777	3	11	124	168	174	556	103	34	106	53	164	2	841	1	0	0	57
"hill,solomon"	ind	SF	82	2380	251	634	68	208	159	193	70	314	184	66	114	18	177	0	729	1	0	0	78
"hinrich,kirk"	chi	SG	66	1611	142	380	58	168	35	50	20	121	148	46	73	14	144	0	377	3	0	0	22
"holiday,jrue"	nor	PG	40	1301	238	534	51	135	65	76	32	136	273	63	91	22	110	1	592	0	0	0	37
"holiday,justin"	gsw	SG	59	658	91	235	35	109	37	45	12	73	48	40	29	12	54	0	254	0	0	0	4
"hollins,ryan"	sac	C	46	444	53	82	0	0	31	54	36	103	14	6	25	19	65	0	137	2	0	0	9
"hood,rodney"	uta	SG	50	1070	155	374	62	170	61	80	9	117	83	30	45	12	119	0	433	1	0	0	21
"horford,al"	atl	PF	76	2318	519	965	11	36	107	141	131	547	244	68	100	97	123	0	1156	2	0	0	76
"howard,dwight"	hou	C	41	1224	251	423	1	2	143	271	110	431	50	28	115	53	137	1	646	6	0	0	41
"hudson,lester"	lac	SG	5	56	6	14	3	6	3	4	1	8	5	6	3	1	4	0	18	0	0	0	0
"hummel,robbie"	min	SF	45	744	79	172	16	51	24	29	31	134	27	15	18	9	86	0	198	0	0	0	4
"humphries,kris"	was	PF	64	1346	211	446	0	7	87	117	119	416	58	34	49	25	133	0	509	1	0	0	17
"ibaka,serge"	okl	PF	64	2119	374	786	77	205	92	110	135	498	56	30	97	154	194	4	917	2	0	0	64
"iguodala,andre"	gsw	SG	77	2066	231	496	74	212	68	114	44	257	227	89	88	25	100	0	604	2	0	0	0
"ilyasova,ersan"	mil	PF	58	1319	263	557	74	190	69	107	80	277	56	36	45	19	149	1	669	0	0	0	36
"ingles,joe"	uta	SF	79	1673	147	354	72	202	30	40	22	175	182	72	98	10	124	1	396	3	0	0	32
"irving,kyrie"	cle	PG	75	2735	577	1236	155	373	313	364	55	241	389	111	187	20	145	0	1622	1	0	0	75
"jack,jarrett"	bro	PG	80	2243	359	817	39	146	200	227	19	246	373	75	191	13	143	1	957	1	0	0	27
"jackson,reggie"	det	PG	27	872	183	420	28	83	82	103	28	126	248	20	95	4	73	1	476	1	0	0	27
"jackson,reggie"	okl	PG	50	1397	249	576	44	158	99	115	28	201	212	42	91	5	94	0	641	0	0	0	13
"jackson,reggie"	tot	PG	77	2269	432	996	72	241	181	218	56	327	460	62	186	9	167	1	1117	1	0	0	40
"james,bernard"	dal	C	16	156	12	27	0	0	20	23	18	39	4	2	6	15	17	0	44	0	0	0	2
"james,lebron"	cle	SF	69	2497	623	1288	120	342	374	529	54	422	509	108	274	47	132	0	1740	5	0	0	69
"jefferson,al"	cha	C	65	1991	485	1009	2	5	108	165	100	549	113	47	68	85	139	0	1080	3	0	0	61
"jefferson,cory"	bro	PF	50	535	75	167	2	15	31	54	47	145	16	10	20	21	61	0	183	0	0	0	1
"jefferson,richar"	dal	SF	74	1248	144	324	66	155	78	114	25	183	61	32	52	11	115	0	432	0	0	0	18
"jenkins,john"	atl	SG	24	297	49	99	21	52	16	19	2	39	13	10	8	0	15	0	135	0	0	0	3
"jennings,brandon"	det	PG	41	1172	218	543	76	211	120	143	21	104	272	44	90	4	64	0	632	3	0	0	41
"jerebko,jonas"	bos	PF	29	529	78	181	26	64	25	30	46	140	30	19	18	7	58	0	207	0	0	0	0
"jerebko,jonas"	det	PF	46	702	91	198	28	76	31	36	47	142	41	27	26	11	77	0	241	1	0	0	0
"jerebko,jonas"	tot	PF	75	1231	169	379	54	140	56	66	93	282	71	46	44	18	135	0	448	1	0	0	0
"jerrett,grant"	okl	PF	5	26	3	17	1	13	0	0	1	4	1	0	2	2	7	0	7	0	0	0	0
"jerrett,grant"	uta	PF	3	27	4	9	0	2	1	1	1	5	2	2	1	0	4	0	9	0	0	0	0
"jerrett,grant"	tot	PF	8	53	7	26	1	15	1	1	2	9	3	2	3	2	11	0	16	0	0	0	0
"johnson,amir"	tor	PF	75	1979	298	519	19	46	79	129	158	455	117	44	110	59	225	1	694	1	0	0	72
"johnson,chris"	mil	SF	8	128	12	30	5	18	2	2	2	11	5	5	0	2	7	0	31	0	0	0	0
"johnson,chris"	phi	SF	9	187	19	60	10	39	6	8	3	26	3	9	9	5	19	0	54	0	0	0	2
"johnson,chris"	uta	SF	12	211	31	64	13	38	6	6	3	18	7	12	6	0	18	0	81	0	0	0	0
"johnson,chris"	tot	SF	29	526	62	154	28	95	14	16	8	55	15	26	15	7	44	0	166	0	0	0	2
"johnson,james"	tor	PF	70	1368	238	404	11	51	67	102	61	257	95	53	79	70	155	1	554	4	0	0	17
"johnson,joe"	bro	SG	80	2787	446	1025	121	337	141	176	53	384	292	59	137	14	120	0	1154	0	0	0	80
"johnson,nick"	hou	SG	28	262	26	75	5	21	17	25	13	39	11	7	19	3	34	0	74	0	0	0	0
"johnson,tyler"	mia	SG	32	600	70	167	18	48	32	47	14	81	42	33	30	9	42	0	190	0	0	0	2
"johnson,wesley"	lal	SF	76	2244	286	691	91	259	90	112	67	319	123	59	87	45	162	4	753	0	0	0	59
"jones,dahntay"	lac	PG	33	130	6	21	0	4	9	11	1	11	2	3	1	0	23	0	21	0	0	0	0
"jones,james"	cle	SF	57	652	73	197	62	172	36	43	9	62	24	13	13	8	63	0	244	0	0	0	1
"jones,perry"	okl	SF	43	633	74	185	15	61	24	37	6	76	18	17	24	8	50	0	187	0	0	0	13
"jones,terrence"	hou	PF	33	887	158	299	13	37	57	94	78	220	36	18	37	59	78	0	386	2	0	0	24
"jordan,deandre"	lac	C	82	2819	379	534	1	4	187	471	397	1226	61	82	109	182	245	1	946	9	0	0	82
"jordan,jerome"	bro	C	44	381	50	94	0	0	38	44	52	105	13	8	22	15	58	0	138	0	0	0	0
"joseph,cory"	san	PG	79	1445	207	411	16	44	105	143	44	192	188	46	67	17	105	0	535	1	0	0	14
"kaman,chris"	por	C	74	1400	283	549	0	0	72	102	149	484	65	18	108	54	140	1	638	5	0	0	13
"kanter,enes"	okl	C	26	808	196	346	3	4	90	116	130	287	29	13	52	13	75	0	485	3	0	0	26
"kanter,enes"	uta	C	49	1331	286	582	13	41	93	118	147	384	27	23	93	16	114	2	678	2	0	0	48
"kanter,enes"	tot	C	75	2139	482	928	16	45	183	234	277	671	56	36	145	29	189	2	1163	5	0	0	74
"karasev,sergey"	bro	SG	33	558	54	134	16	54	29	38	22	66	46	23	24	1	45	0	153	0	0	0	16
"kelly,ryan"	lal	PF	52	1232	104	309	45	134	79	95	13	146	92	29	37	24	118	1	332	0	0	0	34
"kidd-gilchrist,m"	cha	SF	55	1588	224	482	0	0	150	214	109	416	77	30	63	38	115	1	598	1	0	0	52
"kilpatrick,sean"	min	SG	4	71	7	20	4	13	4	4	1	6	4	3	2	0	3	0	22	0	0	0	0
"kirilenko,andrei"	bro	SF	7	37	0	5	0	0	3	4	2	8	1	1	1	0	1	0	3	0	0	0	0
"kirk,alex"	cle	C	5	15	1	4	0	0	2	2	1	1	1	0	0	0	1	0	4	0	0	0	0
"knight,brandon"	mil	PG	52	1692	324	745	104	254	171	194	26	221	281	84	166	9	93	0	923	1	0	0	52
"knight,brandon"	pho	PG	11	348	51	143	21	67	24	29	2	23	50	6	23	1	21	1	147	0	0	0	9
"knight,brandon"	tot	PG	63	2040	375	888	125	321	195	223	28	244	331	90	189	10	114	1	1070	1	0	0	61
"korver,kyle"	atl	SG	75	2418	292	599	221	448	106	118	15	303	196	54	109	42	140	1	911	0	0	0	75
"koufos,kosta"	mem	C	81	1350	182	358	0	0	55	85	120	425	37	29	69	63	148	0	419	4	0	0	3
"kuzmic,ognjen"	gsw	C	16	72	8	12	0	0	4	4	7	17	6	2	5	1	13	0	20	0	0	0	0
"lamb,jeremy"	okl	SG	47	635	104	250	38	111	49	55	8	107	44	21	27	6	52	1	295	0	0	0	8
"landry,carl"	sac	PF	70	1195	190	369	0	0	123	150	99	268	26	15	54	17	132	1	503	2	0	0	15
"larkin,shane"	nyk	PG	76	1864	187	432	35	116	61	78	29	176	226	93	83	9	150	1	470	0	0	0	22
"lauvergne,joffre"	den	PF	24	267	36	89	3	16	18	28	27	77	13	8	23	11	44	1	93	1	0	0	1
"lavine,zach"	min	PG	77	1906	286	677	57	167	149	177	27	214	276	54	193	10	158	0	778	0	0	0	40
"lawson,ty"	den	PG	75	2668	404	926	70	205	265	363	42	234	720	92	185	9	128	0	1143	0	0	0	75
"ledo,ricky"	dal	SG	5	12	0	6	0	3	1	2	1	2	1	0	2	0	1	0	1	0	0	0	0
"ledo,ricky"	nyk	SG	12	233	32	90	10	24	15	20	15	34	18	6	24	1	20	0	89	0	0	0	0
"ledo,ricky"	tot	SG	17	245	32	96	10	27	16	22	16	36	19	6	26	1	21	0	90	0	0	0	0
"lee,courtney"	mem	SG	77	2355	288	644	90	225	111	129	21	178	151	75	78	12	129	1	777	0	0	0	74
"lee,david"	gsw	PF	49	904	160	313	0	2	68	104	81	257	86	31	49	26	83	0	388	0	0	0	4
"lee,malcolm"	phi	SG	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"len,alex"	pho	C	69	1518	179	353	1	3	73	104	142	454	32	34	74	105	213	4	432	1	0	0	44
"leonard,kawhi"	san	SF	64	2031	394	822	67	192	202	252	85	461	161	148	97	48	128	0	1057	0	0	0	64
"leonard,meyers"	por	C	55	850	125	245	47	112	30	32	46	250	32	10	39	14	113	0	327	0	0	0	7
"leuer,jon"	mem	PF	63	826	121	273	7	29	37	59	50	208	46	17	35	9	86	1	286	0	0	0	6
"lillard,damian"	por	PG	82	2928	590	1360	196	572	344	398	49	378	506	97	222	21	164	0	1720	1	0	0	82
"lin,jeremy"	lal	PG	74	1910	277	655	65	176	213	268	26	196	340	83	167	31	189	1	832	0	0	0	30
"livingston,shaun"	gsw	PG	78	1469	198	396	0	2	65	91	43	182	258	50	102	20	110	0	461	2	0	0	2
"lopez,brook"	bro	C	72	2104	506	987	1	10	223	274	214	534	50	43	104	126	206	0	1236	1	0	0	44
"lopez,robin"	por	C	59	1638	234	437	0	1	98	127	190	394	56	16	73	84	122	0	566	3	0	0	59
"love,kevin"	cle	PF	76	2562	417	962	146	397	258	322	145	739	169	53	124	41	141	1	1238	1	0	0	76
"lowry,kyle"	tor	PG	70	2422	430	1043	132	391	252	312	54	328	473	109	173	13	212	1	1244	8	0	0	70
"lucas,john"	det	PG	21	273	42	104	9	29	5	5	4	16	60	8	16	0	18	0	98	0	0	0	0
"lucas,kalin"	mem	PG	1	6	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
"mack,shelvin"	atl	PG	55	832	117	292	40	127	25	31	8	79	155	29	49	2	32	0	299	1	0	0	0
"mahinmi,ian"	ind	C	61	1146	116	211	0	0	31	101	104	355	33	30	59	46	172	1	263	4	0	0	6
"marble,devyn"	orl	SG	16	212	14	44	4	22	5	16	5	31	17	9	9	2	14	0	37	0	0	0	7
"marion,shawn"	cle	SF	58	1108	120	268	12	46	26	34	66	205	52	27	35	27	59	0	278	1	0	0	24
"marshall,kendall"	mil	PG	28	416	46	101	18	46	8	9	2	28	85	21	35	0	26	0	118	0	0	0	3
"martin,cartier"	det	SF	23	200	15	53	6	33	0	0	0	20	11	3	5	1	20	0	36	0	0	0	0
"martin,kenyon"	mil	PF	11	106	9	22	0	0	2	2	6	19	5	5	3	6	13	0	20	0	0	0	0
"martin,kevin"	min	SG	39	1303	268	625	75	192	170	193	20	143	89	33	76	1	76	0	781	0	0	0	36
"matthews,wesley"	por	SG	60	2027	337	753	173	446	109	145	38	222	139	77	81	10	132	1	956	5	0	0	60
"maxiell,jason"	cha	PF	61	880	81	192	0	0	41	71	86	203	19	18	29	44	96	1	203	0	0	0	0
"mayo,o.j."	mil	SG	71	1696	296	700	99	276	115	139	30	187	197	57	128	18	165	2	806	9	0	0	15
"mbah_a_moute,luc"	phi	SF	67	1916	251	636	62	202	96	163	82	328	106	81	99	21	104	0	660	0	0	0	61
"mcadoo,james"	gsw	SG	15	140	24	44	0	0	14	25	15	37	2	5	6	9	21	0	62	0	0	0	0
"mccallum,ray"	sac	PG	68	1434	206	470	34	111	57	84	52	180	188	45	85	11	92	0	503	0	0	0	30
"mccollum,c.j."	por	SG	62	973	159	365	55	139	51	73	14	91	64	43	48	8	81	0	424	1	0	0	3
"mcdaniels,k.j."	hou	SG	10	33	5	15	0	3	1	2	1	5	2	0	1	2	5	0	11	0	0	0	0
"mcdaniels,k.j."	phi	SG	52	1320	167	419	43	147	99	131	64	195	70	44	104	68	121	0	476	3	0	0	15
"mcdaniels,k.j."	tot	SG	62	1353	172	434	43	150	100	133	65	200	72	44	105	70	126	0	487	3	0	0	15
"mcdermott,doug"	chi	SF	36	320	43	107	13	41	10	15	6	43	6	4	17	1	29	0	109	0	0	0	0
"mcgary,mitch"	okl	PF	32	485	88	165	0	2	25	40	53	165	14	16	31	16	72	1	201	0	0	0	2
"mcgee,javale"	den	C	17	195	34	61	0	0	20	29	14	48	1	2	13	19	28	0	88	0	0	0	0
"mcgee,javale"	phi	C	6	61	8	18	0	0	2	4	4	13	2	0	5	1	2	0	18	0	0	0	0
"mcgee,javale"	tot	C	23	256	42	79	0	0	22	33	18	61	3	2	18	20	30	0	106	0	0	0	0
"mclemore,ben"	sac	SG	82	2674	363	831	140	391	130	160	31	241	141	77	138	19	219	3	996	1	0	0	82
"mcneal,jerel"	pho	SG	6	36	3	11	1	2	2	2	0	3	2	3	5	1	5	0	9	0	0	0	0
"mcroberts,josh"	mia	PF	17	297	28	53	8	19	8	13	7	45	33	12	22	3	41	0	72	0	0	0	4
"meeks,jodie"	det	SG	60	1463	222	534	74	212	145	160	12	104	79	59	57	6	76	0	663	1	0	0	0
"mekel,gal"	nor	PG	4	44	3	20	0	3	0	0	0	1	13	2	2	0	1	0	6	0	0	0	0
"middleton,khris"	mil	SF	79	2378	406	869	109	268	134	156	48	347	182	122	113	11	183	1	1055	3	0	0	58
"miles,c.j."	ind	SG	70	1843	329	827	154	446	130	161	18	214	75	60	73	26	132	0	942	0	0	0	40
"miller,andre"	sac	PG	30	622	68	148	6	26	30	38	16	76	141	18	58	4	47	0	172	2	0	0	0
"miller,andre"	was	PG	51	630	77	142	1	8	28	39	21	77	142	14	46	2	56	0	183	0	0	0	0
"miller,andre"	tot	PG	81	1252	145	290	7	34	58	77	37	153	283	32	104	6	103	0	355	2	0	0	0
"miller,darius"	nor	SF	5	44	1	7	0	1	0	0	0	1	2	1	1	0	8	0	2	0	0	0	1
"miller,mike"	cle	SF	52	698	37	114	32	98	3	4	3	89	45	14	23	4	74	0	109	0	0	0	15
"miller,quincy"	det	PF	4	58	5	20	2	11	0	0	2	8	5	1	2	2	5	0	12	0	0	0	0
"miller,quincy"	sac	PF	6	62	4	18	1	7	8	11	2	12	3	6	3	3	4	0	17	0	0	0	0
"miller,quincy"	tot	PF	10	120	9	38	3	18	8	11	4	20	8	7	5	5	9	0	29	0	0	0	0
"mills,patty"	san	PG	51	799	128	336	62	182	33	40	21	75	87	28	35	2	58	0	351	0	0	0	0
"millsap,elijah"	uta	SG	47	924	81	238	28	90	58	86	28	150	58	55	67	16	124	0	248	1	0	0	5
"millsap,paul"	atl	PF	73	2390	443	930	77	216	255	337	140	570	223	128	167	69	199	0	1218	3	0	0	73
"mirotic,nikola"	chi	PF	82	1658	253	624	99	313	228	284	63	404	97	54	89	53	172	1	833	0	0	0	3
"mohammed,nazr"	chi	C	23	131	12	29	0	0	1	3	10	37	3	4	7	5	16	0	25	0	0	0	0
"monroe,greg"	det	PF	69	2138	423	853	0	0	252	336	228	703	142	78	149	34	148	0	1098	4	0	0	57
"moore,e'twaun"	chi	SG	56	507	62	139	13	38	12	20	12	46	33	20	14	6	45	0	149	0	0	0	0
"moreland,eric"	sac	PF	3	3	1	1	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0
"morris,darius"	bro	PG	37	295	35	104	7	33	4	8	7	27	47	9	20	0	20	0	81	0	0	0	0
"morris,marcus"	pho	PF	81	2046	331	763	112	313	71	113	73	385	133	63	73	16	188	2	845	10	0	0	35
"morris,markieff"	pho	PF	82	2581	512	1100	57	179	177	232	110	506	191	101	170	39	245	4	1258	15	0	0	82
"morrow,anthony"	okl	SG	74	1808	285	615	141	325	79	89	41	196	61	54	39	11	135	1	790	3	0	0	0
"motiejunas,donat"	hou	PF	71	2040	353	699	49	132	100	166	136	420	129	56	123	34	203	1	855	2	0	0	62
"mozgov,timofey"	cle	C	46	1160	201	339	0	0	91	128	115	321	40	18	70	55	114	0	493	5	0	0	45
"mozgov,timofey"	den	C	35	898	117	232	2	6	63	86	91	272	16	15	47	41	114	2	299	1	0	0	35
"mozgov,timofey"	tot	C	81	2058	318	571	2	6	154	214	206	593	56	33	117	96	228	2	792	6	0	0	80
"muhammad,shabazz"	min	SF	38	867	194	397	20	51	104	145	63	154	43	18	35	7	49	0	512	1	0	0	13
"murry,toure'"	uta	SF	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"murry,toure'"	was	SF	4	18	2	4	0	0	2	2	1	1	1	1	4	0	2	0	6	0	0	0	0
"murry,toure'"	tot	SF	5	19	2	5	0	0	2	2	1	1	1	1	4	0	2	0	6	0	0	0	0
"muscala,mike"	atl	PF	40	503	83	151	9	22	22	25	52	119	25	16	21	19	52	0	197	0	0	0	8
"napier,shabazz"	mia	PG	51	1014	87	228	43	118	44	56	17	113	130	40	81	4	76	0	261	0	0	0	10
"neal,gary"	cha	SG	43	930	143	398	39	133	88	102	14	94	80	16	55	1	70	0	413	0	0	0	0
"neal,gary"	min	PG	11	263	45	105	11	31	29	33	0	35	20	7	10	0	18	0	130	1	0	0	1
"neal,gary"	tot	PG	54	1193	188	503	50	164	117	135	14	129	100	23	65	1	88	0	543	1	0	0	1
"nelson,jameer"	bos	PG	6	120	9	41	5	25	6	9	3	17	33	7	9	0	13	0	29	0	0	0	1
"nelson,jameer"	dal	PG	23	583	61	163	38	103	7	8	14	63	95	15	39	2	53	0	167	0	0	0	23
"nelson,jameer"	den	PG	34	700	135	300	46	130	11	19	16	66	125	25	61	4	70	1	327	1	0	0	5
"nelson,jameer"	tot	PG	63	1403	205	504	89	258	24	36	33	146	253	47	109	6	136	1	523	1	0	0	29
"nicholson,andrew"	orl	PF	40	491	83	190	13	41	15	25	17	82	22	6	24	12	51	0	194	0	0	0	3
"noah,joakim"	chi	C	67	2047	190	427	0	2	105	174	219	646	311	48	123	74	203	3	485	5	0	0	67
"noel,nerlens"	phi	PF	75	2311	302	653	0	0	140	230	185	611	128	133	146	142	208	2	744	1	0	0	71
"nogueira,lucas"	tor	C	4	13	1	3	0	0	2	2	1	5	1	1	0	0	3	0	4	0	0	0	0
"novak,steve"	okl	SF	13	89	6	21	3	15	0	0	1	6	5	0	2	1	10	0	15	0	0	0	0
"novak,steve"	uta	SF	22	115	16	35	16	33	0	2	1	16	6	0	3	1	13	0	48	0	0	0	0
"novak,steve"	tot	SF	35	204	22	56	19	48	0	2	2	22	11	0	5	2	23	0	63	0	0	0	0
"nowitzki,dirk"	dal	PF	77	2285	487	1062	104	274	255	289	44	457	143	39	82	33	160	1	1333	5	0	0	77
"nurkic,jusuf"	den	C	62	1105	171	383	0	2	84	132	125	382	50	52	85	68	207	6	426	3	0	0	27
"o'bryant,johnny"	mil	PF	34	365	44	120	0	0	12	27	26	64	17	5	25	4	44	0	100	0	0	0	15
"o'quinn,kyle"	orl	PF	51	825	119	242	12	43	44	57	46	199	59	31	55	38	110	0	294	1	0	0	17
"oladipo,victor"	orl	SG	72	2572	473	1086	84	248	262	320	51	302	295	120	204	19	187	1	1292	1	0	0	71
"olynyk,kelly"	bos	C	64	1424	251	528	61	175	93	136	93	304	108	64	98	39	213	1	656	0	0	0	13
"onuaku,arinze"	min	PF	6	70	12	14	0	0	3	8	7	21	4	1	2	3	6	0	27	0	0	0	1
"pachulia,zaza"	mil	C	73	1730	240	529	0	3	126	160	197	500	178	80	133	21	170	0	606	3	0	0	45
"papanikolaou,kos"	hou	SF	43	796	69	197	31	106	13	18	39	118	85	29	55	13	71	0	182	1	0	0	1
"pargo,jannero"	cha	PG	9	74	15	35	9	22	2	2	0	3	8	0	3	0	8	0	41	0	0	0	0
"parker,jabari"	mil	SF	25	738	129	263	4	16	46	66	50	138	42	31	47	5	42	0	308	0	0	0	25
"parker,tony"	san	PG	68	1957	404	832	38	89	130	166	15	129	335	44	146	2	108	0	976	2	0	0	68
"parsons,chandler"	dal	SF	66	2186	383	829	132	347	139	193	64	323	162	69	96	19	140	2	1037	2	0	0	66
"patterson,patric"	tor	PF	81	2160	240	535	105	283	63	80	127	434	155	60	54	44	149	0	648	1	0	0	4
"paul,chris"	lac	PG	82	2860	568	1171	139	350	289	321	52	376	838	156	190	15	203	2	1564	6	0	0	82
"payne,adreian"	atl	PF	3	20	2	7	0	1	1	2	1	4	0	1	0	0	4	0	5	0	0	0	0
"payne,adreian"	min	PF	29	721	89	213	1	8	29	44	47	158	30	18	44	9	84	0	208	0	0	0	22
"payne,adreian"	tot	PF	32	741	91	220	1	9	30	46	48	162	30	19	44	9	88	0	213	0	0	0	22
"payton,elfrid"	orl	PG	82	2490	301	708	11	42	118	214	107	349	533	142	203	20	193	0	731	1	0	0	63
"pekovic,nikola"	min	C	31	817	139	328	0	0	108	129	89	234	27	19	42	12	59	0	386	1	0	0	29
"perkins,kendrick"	cle	C	17	164	18	39	0	0	4	7	11	39	8	2	21	4	27	0	40	1	0	0	0
"perkins,kendrick"	okl	C	51	983	82	186	0	1	38	75	80	279	43	14	74	38	135	1	202	6	0	0	3
"perkins,kendrick"	tot	C	68	1147	100	225	0	1	42	82	91	318	51	16	95	42	162	1	242	7	0	0	3
"pierce,paul"	was	SF	73	1913	293	658	118	303	164	210	45	294	144	46	91	24	159	1	868	3	0	0	73
"plumlee,mason"	bro	PF	82	1739	280	489	0	3	157	317	175	512	74	65	106	63	207	0	717	1	0	0	45
"plumlee,miles"	mil	PF	19	189	29	59	0	0	3	8	17	46	7	6	6	11	12	0	61	0	0	0	0
"plumlee,miles"	pho	C	54	1006	107	195	0	0	19	38	95	274	27	35	45	55	99	0	233	0	0	0	28
"plumlee,miles"	tot	C	73	1195	136	254	0	0	22	46	112	320	34	41	51	66	111	0	294	0	0	0	28
"pondexter,quincy"	mem	SG	30	540	48	135	17	73	21	30	21	58	28	5	10	5	47	0	134	0	0	0	2
"pondexter,quincy"	nor	SF	45	1252	140	312	74	171	50	66	33	138	65	14	41	19	103	0	404	3	0	0	28
"pondexter,quincy"	tot	SF	75	1792	188	447	91	244	71	96	54	196	93	19	51	24	150	0	538	3	0	0	30
"porter,otto"	was	SF	74	1438	176	391	35	104	58	79	70	222	65	44	53	30	97	0	445	0	0	0	13
"powell,dwight"	bos	PF	5	10	4	5	0	0	1	2	0	1	0	2	2	0	1	0	9	0	0	0	0
"powell,dwight"	dal	SF	24	227	27	62	3	11	24	31	18	49	9	7	9	6	39	1	81	0	0	0	0
"powell,dwight"	tot	SF	29	237	31	67	3	11	25	33	18	50	9	9	11	6	40	1	90	0	0	0	0
"pressey,phil"	bos	PG	50	601	64	174	16	65	33	49	13	80	116	30	41	6	54	0	177	0	0	0	0
"price,a.j."	cle	PG	11	88	9	34	0	11	4	6	4	15	13	3	3	0	1	0	22	0	0	0	0
"price,a.j."	ind	PG	10	193	39	89	15	39	12	18	2	14	27	4	10	0	9	0	105	0	0	0	0
"price,a.j."	pho	PG	4	31	2	9	0	4	0	0	0	2	5	0	1	0	3	0	4	0	0	0	0
"price,a.j."	tot	PG	25	312	50	132	15	54	16	24	6	31	45	7	14	0	13	0	131	0	0	0	0
"price,ronnie"	lal	PG	43	983	77	223	31	109	36	45	19	69	165	67	52	4	118	2	221	0	0	0	20
"prigioni,pablo"	hou	PG	24	402	23	67	14	51	13	15	12	39	67	27	15	0	35	0	73	0	0	0	0
"prigioni,pablo"	nyk	PG	43	795	68	161	43	115	22	26	18	80	104	52	47	1	53	0	201	3	0	0	3
"prigioni,pablo"	tot	PG	67	1197	91	228	57	166	35	41	30	119	171	79	62	1	88	0	274	3	0	0	3
"prince,tayshaun"	bos	SF	9	198	33	59	5	8	5	6	6	30	18	5	4	2	7	0	76	0	0	0	0
